source_root,source_path,organized_path,media_type,extension,size_bytes,dimensions,duration_seconds,category,include_recommendation,quality_rating,target_page,target_section,notes,web_copy
shared,"Cooperative Community Development Inc\Robert Morina IV, OC - Cooperative Way\20241110_212454948_iOS.heic",,image,.heic,3042176,,,Events / community activity,Review-needed,Unknown,Events / News,Event gallery,HEIC needs visual review/conversion before web use.,
shared,"Cooperative Community Development Inc\Robert Morina IV, OC - Cooperative Way\20241110_212507908_iOS.heic",,image,.heic,2431083,,,Events / community activity,Review-needed,Unknown,Events / News,Event gallery,HEIC needs visual review/conversion before web use.,
shared,"Cooperative Community Development Inc\Robert Morina IV, OC - Cooperative Way\20241110_212511602_iOS.heic",,image,.heic,2294641,,,Events / community activity,Review-needed,Unknown,Events / News,Event gallery,HEIC needs visual review/conversion before web use.,
shared,"Cooperative Community Development Inc\Robert Morina IV, OC - Cooperative Way\20241110_212603000_iOS.MOV",,video,.mov,171868681,2160x3840,25.6,Events / community activity,Archive,Unknown,Events / News,Long event source,Large clip; cataloged for later review.,
shared,"Cooperative Community Development Inc\Robert Morina IV, OC - Cooperative Way\20241110_212615085_iOS.jpg",website-media-filebase\06-coop-market-events\shared-Robert-Morina-IV-OC---Cooperative-Way-20241110_212615085_iOS.jpg,image,.jpg,2065499,3840x2160,,Events / community activity,Supporting,Good,Events / News,Event gallery,Use after caption/context review.,media-library/06-coop-market-events/shared-Robert-Morina-IV-OC---Cooperative-Way-20241110_212615085_iOS.jpg
shared,"Cooperative Community Development Inc\Robert Morina IV, OC - Cooperative Way\20241110_212615730_iOS.jpg",website-media-filebase\06-coop-market-events\shared-Robert-Morina-IV-OC---Cooperative-Way-20241110_212615730_iOS.jpg,image,.jpg,2098882,3840x2160,,Events / community activity,Supporting,Good,Events / News,Event gallery,Use after caption/context review.,media-library/06-coop-market-events/shared-Robert-Morina-IV-OC---Cooperative-Way-20241110_212615730_iOS.jpg
shared,"Cooperative Community Development Inc\Robert Morina IV, OC - Cooperative Way\20241110_212616404_iOS.jpg",website-media-filebase\06-coop-market-events\shared-Robert-Morina-IV-OC---Cooperative-Way-20241110_212616404_iOS.jpg,image,.jpg,2138352,3840x2160,,Events / community activity,Supporting,Good,Events / News,Event gallery,Use after caption/context review.,media-library/06-coop-market-events/shared-Robert-Morina-IV-OC---Cooperative-Way-20241110_212616404_iOS.jpg
shared,"Cooperative Community Development Inc\Robert Morina IV, OC - Cooperative Way\20241110_212617107_iOS.jpg",website-media-filebase\06-coop-market-events\shared-Robert-Morina-IV-OC---Cooperative-Way-20241110_212617107_iOS.jpg,image,.jpg,2132332,3840x2160,,Events / community activity,Supporting,Good,Events / News,Event gallery,Use after caption/context review.,media-library/06-coop-market-events/shared-Robert-Morina-IV-OC---Cooperative-Way-20241110_212617107_iOS.jpg
shared,"Cooperative Community Development Inc\Robert Morina IV, OC - Cooperative Way\20241110_212618139_iOS.jpg",website-media-filebase\06-coop-market-events\shared-Robert-Morina-IV-OC---Cooperative-Way-20241110_212618139_iOS.jpg,image,.jpg,2100684,3840x2160,,Events / community activity,Supporting,Good,Events / News,Event gallery,Use after caption/context review.,media-library/06-coop-market-events/shared-Robert-Morina-IV-OC---Cooperative-Way-20241110_212618139_iOS.jpg
shared,"Cooperative Community Development Inc\Robert Morina IV, OC - Cooperative Way\20241110_212619350_iOS.jpg",website-media-filebase\06-coop-market-events\shared-Robert-Morina-IV-OC---Cooperative-Way-20241110_212619350_iOS.jpg,image,.jpg,2145043,3840x2160,,Events / community activity,Supporting,Good,Events / News,Event gallery,Use after caption/context review.,media-library/06-coop-market-events/shared-Robert-Morina-IV-OC---Cooperative-Way-20241110_212619350_iOS.jpg
shared,"Cooperative Community Development Inc\Robert Morina IV, OC - Cooperative Way\20241110_212633000_iOS.MOV",website-media-filebase\06-coop-market-events\shared-Robert-Morina-IV-OC---Cooperative-Way-20241110_212633000_iOS.MOV,video,.mov,52679176,2160x3840,7.1,Events / community activity,Supporting,Good,Events / News,Event gallery,Use after caption/context review.,media-library/06-coop-market-events/shared-Robert-Morina-IV-OC---Cooperative-Way-20241110_212633000_iOS.mp4
shared,"Cooperative Community Development Inc\Robert Morina IV, OC - Cooperative Way\20241110_212653000_iOS.heic",,image,.heic,2597823,,,Events / community activity,Review-needed,Unknown,Events / News,Event gallery,HEIC needs visual review/conversion before web use.,
shared,"Cooperative Community Development Inc\Robert Morina IV, OC - Cooperative Way\20241110_212656986_iOS.heic",,image,.heic,2270093,,,Events / community activity,Review-needed,Unknown,Events / News,Event gallery,HEIC needs visual review/conversion before web use.,
shared,"Cooperative Community Development Inc\Robert Morina IV, OC - Cooperative Way\20241110_212702178_iOS.heic",,image,.heic,955850,,,Events / community activity,Review-needed,Unknown,Events / News,Event gallery,HEIC needs visual review/conversion before web use.,
shared,"Cooperative Community Development Inc\Robert Morina IV, OC - Cooperative Way\20241110_212726000_iOS.MOV",,video,.mov,191635174,2160x3840,19.2,Events / community activity,Archive,Unknown,Events / News,Long event source,Large clip; cataloged for later review.,
shared,"Cooperative Community Development Inc\Robert Morina IV, OC - Cooperative Way\20241110_212750000_iOS.MOV",website-media-filebase\06-coop-market-events\shared-Robert-Morina-IV-OC---Cooperative-Way-20241110_212750000_iOS.MOV,video,.mov,53829796,2160x3840,6.9,Events / community activity,Supporting,Good,Events / News,Event gallery,Use after caption/context review.,media-library/06-coop-market-events/shared-Robert-Morina-IV-OC---Cooperative-Way-20241110_212750000_iOS.mp4
shared,"Cooperative Community Development Inc\Robert Morina IV, OC - Cooperative Way\20241110_212815053_iOS.heic",,image,.heic,2479319,,,Events / community activity,Review-needed,Unknown,Events / News,Event gallery,HEIC needs visual review/conversion before web use.,
shared,"Cooperative Community Development Inc\Robert Morina IV, OC - Cooperative Way\20241110_212817021_iOS.heic",,image,.heic,2567038,,,Events / community activity,Review-needed,Unknown,Events / News,Event gallery,HEIC needs visual review/conversion before web use.,
shared,"Cooperative Community Development Inc\Robert Morina IV, OC - Cooperative Way\20241110_212821643_iOS.heic",,image,.heic,1961018,,,Events / community activity,Review-needed,Unknown,Events / News,Event gallery,HEIC needs visual review/conversion before web use.,
shared,"Cooperative Community Development Inc\Robert Morina IV, OC - Cooperative Way\20241110_212825182_iOS.heic",,image,.heic,2471770,,,Events / community activity,Review-needed,Unknown,Events / News,Event gallery,HEIC needs visual review/conversion before web use.,
shared,"Cooperative Community Development Inc\Robert Morina IV, OC - Cooperative Way\20241110_212829169_iOS.heic",,image,.heic,2583293,,,Events / community activity,Review-needed,Unknown,Events / News,Event gallery,HEIC needs visual review/conversion before web use.,
shared,"Cooperative Community Development Inc\Robert Morina IV, OC - Cooperative Way\20241110_212832168_iOS.heic",,image,.heic,2907435,,,Events / community activity,Review-needed,Unknown,Events / News,Event gallery,HEIC needs visual review/conversion before web use.,
shared,"Cooperative Community Development Inc\Robert Morina IV, OC - Cooperative Way\20241110_212833592_iOS.heic",,image,.heic,2654579,,,Events / community activity,Review-needed,Unknown,Events / News,Event gallery,HEIC needs visual review/conversion before web use.,
shared,"Cooperative Community Development Inc\Robert Morina IV, OC - Cooperative Way\20241110_212836544_iOS.heic",,image,.heic,2538575,,,Events / community activity,Review-needed,Unknown,Events / News,Event gallery,HEIC needs visual review/conversion before web use.,
shared,"Cooperative Community Development Inc\Robert Morina IV, OC - Cooperative Way\20241110_212935695_iOS.heic",,image,.heic,2551747,,,Events / community activity,Review-needed,Unknown,Events / News,Event gallery,HEIC needs visual review/conversion before web use.,
shared,"Cooperative Community Development Inc\Robert Morina IV, OC - Cooperative Way\20241110_212941558_iOS.heic",,image,.heic,2528784,,,Events / community activity,Review-needed,Unknown,Events / News,Event gallery,HEIC needs visual review/conversion before web use.,
shared,"Cooperative Community Development Inc\Robert Morina IV, OC - Cooperative Way\20241110_212946081_iOS.heic",,image,.heic,2492559,,,Events / community activity,Review-needed,Unknown,Events / News,Event gallery,HEIC needs visual review/conversion before web use.,
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - 5-Minute Histories\City Chill\Group at City Chill w_On_looker.jpeg",website-media-filebase\08-history-walking-tour-murals\shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-City-Chill-Group-at-City-Chill-w_On_looker.jpeg,image,.jpeg,663688,1600x1067,,History / walking tour,Supporting,Good,About / Projects / Impact map,History and walking-tour proof,"Use for story sections, map, and galleries.",media-library/08-history-walking-tour-murals/shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-City-Chill-Group-at-City-Chill-w_On_looker.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - 5-Minute Histories\City Chill\Group at City Chill.jpeg",website-media-filebase\08-history-walking-tour-murals\shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-City-Chill-Group-at-City-Chill.jpeg,image,.jpeg,625479,1600x1067,,History / walking tour,Supporting,Good,About / Projects / Impact map,History and walking-tour proof,"Use for story sections, map, and galleries.",media-library/08-history-walking-tour-murals/shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-City-Chill-Group-at-City-Chill.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - 5-Minute Histories\City Chill\Latosha Maddox, Artist.png",website-media-filebase\08-history-walking-tour-murals\shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-City-Chill-Latosha-Maddox-Artist.png,image,.png,14961244,4032x3024,,History / walking tour,Supporting,Good,About / Projects / Impact map,History and walking-tour proof,"Use for story sections, map, and galleries.",media-library/08-history-walking-tour-murals/shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-City-Chill-Latosha-Maddox-Artist.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - 5-Minute Histories\City Chill\Together-1.textClipping",website-media-filebase\90-source-docs\shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-City-Chill-Together-1.textClipping,document,.textclipping,203,,,Source document,Supporting,Good,Planning / source copy,Reference copy,"Keep as source material, not visual hero media.",
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - 5-Minute Histories\City Chill\Together-10.jpeg",website-media-filebase\08-history-walking-tour-murals\shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-City-Chill-Together-10.jpeg,image,.jpeg,597414,1600x1067,,History / walking tour,Supporting,Good,About / Projects / Impact map,History and walking-tour proof,"Use for story sections, map, and galleries.",media-library/08-history-walking-tour-murals/shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-City-Chill-Together-10.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - 5-Minute Histories\City Chill\Together-2.jpeg",website-media-filebase\08-history-walking-tour-murals\shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-City-Chill-Together-2.jpeg,image,.jpeg,724058,1600x1067,,History / walking tour,Supporting,Good,About / Projects / Impact map,History and walking-tour proof,"Use for story sections, map, and galleries.",media-library/08-history-walking-tour-murals/shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-City-Chill-Together-2.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - 5-Minute Histories\City Chill\Together-3.jpeg",website-media-filebase\08-history-walking-tour-murals\shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-City-Chill-Together-3.jpeg,image,.jpeg,367574,1600x1067,,History / walking tour,Supporting,Good,About / Projects / Impact map,History and walking-tour proof,"Use for story sections, map, and galleries.",media-library/08-history-walking-tour-murals/shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-City-Chill-Together-3.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - 5-Minute Histories\City Chill\Together-4.jpeg",website-media-filebase\08-history-walking-tour-murals\shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-City-Chill-Together-4.jpeg,image,.jpeg,770165,1600x1067,,History / walking tour,Supporting,Good,About / Projects / Impact map,History and walking-tour proof,"Use for story sections, map, and galleries.",media-library/08-history-walking-tour-murals/shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-City-Chill-Together-4.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - 5-Minute Histories\City Chill\Together-5.jpeg",website-media-filebase\08-history-walking-tour-murals\shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-City-Chill-Together-5.jpeg,image,.jpeg,746692,1600x1067,,History / walking tour,Supporting,Good,About / Projects / Impact map,History and walking-tour proof,"Use for story sections, map, and galleries.",media-library/08-history-walking-tour-murals/shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-City-Chill-Together-5.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - 5-Minute Histories\City Chill\Together-6.jpeg",website-media-filebase\08-history-walking-tour-murals\shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-City-Chill-Together-6.jpeg,image,.jpeg,757150,1600x1067,,History / walking tour,Supporting,Good,About / Projects / Impact map,History and walking-tour proof,"Use for story sections, map, and galleries.",media-library/08-history-walking-tour-murals/shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-City-Chill-Together-6.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - 5-Minute Histories\City Chill\Together-7.jpeg",website-media-filebase\08-history-walking-tour-murals\shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-City-Chill-Together-7.jpeg,image,.jpeg,714935,1600x1067,,History / walking tour,Supporting,Good,About / Projects / Impact map,History and walking-tour proof,"Use for story sections, map, and galleries.",media-library/08-history-walking-tour-murals/shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-City-Chill-Together-7.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - 5-Minute Histories\City Chill\Together-9.jpeg",website-media-filebase\08-history-walking-tour-murals\shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-City-Chill-Together-9.jpeg,image,.jpeg,689385,1600x1067,,History / walking tour,Supporting,Good,About / Projects / Impact map,History and walking-tour proof,"Use for story sections, map, and galleries.",media-library/08-history-walking-tour-murals/shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-City-Chill-Together-9.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - 5-Minute Histories\Future of Irvington_CCD Initiatives\CCD Org Overview.pdf",website-media-filebase\90-source-docs\shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-Future-of-Irvington_CCD-Initiatives-CCD-Org-Overview.pdf,document,.pdf,7137598,,,Source document,Supporting,Good,About / Donate,Reference copy,"Keep as source material, not visual hero media.",
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - 5-Minute Histories\ICA Memorial Garden\200 S Loudon (CCD Inc-1).HEIC",website-media-filebase\08-history-walking-tour-murals\shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-ICA-Memorial-Garden-200-S-Loudon-CCD-Inc-1-.HEIC,image,.heic,3953504,,,History / walking tour,Supporting,Good,About / Projects / Impact map,History and walking-tour proof,"Use for story sections, map, and galleries.",media-library/08-history-walking-tour-murals/shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-ICA-Memorial-Garden-200-S-Loudon-CCD-Inc-1-.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - 5-Minute Histories\ICA Memorial Garden\200 S Loudon (CCD Inc-2).HEIC",website-media-filebase\08-history-walking-tour-murals\shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-ICA-Memorial-Garden-200-S-Loudon-CCD-Inc-2-.HEIC,image,.heic,4691522,,,History / walking tour,Supporting,Good,About / Projects / Impact map,History and walking-tour proof,"Use for story sections, map, and galleries.",media-library/08-history-walking-tour-murals/shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-ICA-Memorial-Garden-200-S-Loudon-CCD-Inc-2-.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - 5-Minute Histories\ICA Memorial Garden\200 S Loudon (CCD Inc-3).HEIC",website-media-filebase\08-history-walking-tour-murals\shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-ICA-Memorial-Garden-200-S-Loudon-CCD-Inc-3-.HEIC,image,.heic,4566108,,,History / walking tour,Supporting,Good,About / Projects / Impact map,History and walking-tour proof,"Use for story sections, map, and galleries.",media-library/08-history-walking-tour-murals/shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-ICA-Memorial-Garden-200-S-Loudon-CCD-Inc-3-.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - 5-Minute Histories\ICA Memorial Garden\200 S Loudon (CCD Inc-4).HEIC",website-media-filebase\08-history-walking-tour-murals\shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-ICA-Memorial-Garden-200-S-Loudon-CCD-Inc-4-.HEIC,image,.heic,4327046,,,History / walking tour,Supporting,Good,About / Projects / Impact map,History and walking-tour proof,"Use for story sections, map, and galleries.",media-library/08-history-walking-tour-murals/shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-ICA-Memorial-Garden-200-S-Loudon-CCD-Inc-4-.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - 5-Minute Histories\ICA Memorial Garden\200 S Loudon (CCD Inc-5).HEIC",website-media-filebase\08-history-walking-tour-murals\shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-ICA-Memorial-Garden-200-S-Loudon-CCD-Inc-5-.HEIC,image,.heic,1260965,,,History / walking tour,Supporting,Good,About / Projects / Impact map,History and walking-tour proof,"Use for story sections, map, and galleries.",media-library/08-history-walking-tour-murals/shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-ICA-Memorial-Garden-200-S-Loudon-CCD-Inc-5-.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - 5-Minute Histories\ICA Memorial Garden\200 S Loudon (CCD Inc-6).HEIC",website-media-filebase\08-history-walking-tour-murals\shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-ICA-Memorial-Garden-200-S-Loudon-CCD-Inc-6-.HEIC,image,.heic,1592785,,,History / walking tour,Supporting,Good,About / Projects / Impact map,History and walking-tour proof,"Use for story sections, map, and galleries.",media-library/08-history-walking-tour-murals/shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-ICA-Memorial-Garden-200-S-Loudon-CCD-Inc-6-.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - 5-Minute Histories\ICA Memorial Garden\200 S Loudon (CCD Inc-7).jpg",website-media-filebase\08-history-walking-tour-murals\shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-ICA-Memorial-Garden-200-S-Loudon-CCD-Inc-7-.jpg,image,.jpg,2917675,3024x4032,,History / walking tour,Supporting,Good,About / Projects / Impact map,History and walking-tour proof,"Use for story sections, map, and galleries.",media-library/08-history-walking-tour-murals/shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-ICA-Memorial-Garden-200-S-Loudon-CCD-Inc-7-.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - 5-Minute Histories\ICA Memorial Garden\200 S Loudon (CCD Inc-8).JPG",website-media-filebase\08-history-walking-tour-murals\shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-ICA-Memorial-Garden-200-S-Loudon-CCD-Inc-8-.JPG,image,.jpg,3169961,4032x3024,,History / walking tour,Supporting,Good,About / Projects / Impact map,History and walking-tour proof,"Use for story sections, map, and galleries.",media-library/08-history-walking-tour-murals/shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-ICA-Memorial-Garden-200-S-Loudon-CCD-Inc-8-.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - 5-Minute Histories\ICA Memorial Garden\200 S Loudon (CCD Inc-9).jpg",website-media-filebase\08-history-walking-tour-murals\shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-ICA-Memorial-Garden-200-S-Loudon-CCD-Inc-9-.jpg,image,.jpg,1353384,2316x3088,,History / walking tour,Supporting,Good,About / Projects / Impact map,History and walking-tour proof,"Use for story sections, map, and galleries.",media-library/08-history-walking-tour-murals/shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-ICA-Memorial-Garden-200-S-Loudon-CCD-Inc-9-.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - 5-Minute Histories\Mural 2 - Community Marketplace\Marketplace 1.png",website-media-filebase\08-history-walking-tour-murals\shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-Mural-2---Community-Marketplace-Marketplace-1.png,image,.png,14365900,4032x3024,,Murals / community marketplace,Website-ready,Strong,Projects / About,Mural and local culture gallery,Strong place-based visual; use as supporting project media.,media-library/08-history-walking-tour-murals/shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-Mural-2---Community-Marketplace-Marketplace-1.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - 5-Minute Histories\Mural 2 - Community Marketplace\Marketplace 2.png",website-media-filebase\08-history-walking-tour-murals\shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-Mural-2---Community-Marketplace-Marketplace-2.png,image,.png,14837979,4032x3024,,Murals / community marketplace,Website-ready,Strong,Projects / About,Mural and local culture gallery,Strong place-based visual; use as supporting project media.,media-library/08-history-walking-tour-murals/shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-Mural-2---Community-Marketplace-Marketplace-2.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - 5-Minute Histories\Mural 2 - Community Marketplace\Marketplace 3.png",website-media-filebase\08-history-walking-tour-murals\shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-Mural-2---Community-Marketplace-Marketplace-3.png,image,.png,14870633,4032x3024,,Murals / community marketplace,Website-ready,Strong,Projects / About,Mural and local culture gallery,Strong place-based visual; use as supporting project media.,media-library/08-history-walking-tour-murals/shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-Mural-2---Community-Marketplace-Marketplace-3.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - 5-Minute Histories\Mural 2 - Community Marketplace\Marketplace 4.png",website-media-filebase\08-history-walking-tour-murals\shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-Mural-2---Community-Marketplace-Marketplace-4.png,image,.png,13409275,4032x3024,,Murals / community marketplace,Website-ready,Strong,Projects / About,Mural and local culture gallery,Strong place-based visual; use as supporting project media.,media-library/08-history-walking-tour-murals/shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-Mural-2---Community-Marketplace-Marketplace-4.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - 5-Minute Histories\Mural 2 - Community Marketplace\Parris Ashley, Artist.png",website-media-filebase\08-history-walking-tour-murals\shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-Mural-2---Community-Marketplace-Parris-Ashley-Artist.png,image,.png,10093204,4032x3024,,Murals / community marketplace,Website-ready,Strong,Projects / About,Mural and local culture gallery,Strong place-based visual; use as supporting project media.,media-library/08-history-walking-tour-murals/shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-Mural-2---Community-Marketplace-Parris-Ashley-Artist.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - 5-Minute Histories\Video Links\Baltimore Heritage - Community Mural projects [CCD Inc].MP4",website-media-filebase\08-history-walking-tour-murals\shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-Video-Links-Baltimore-Heritage---Community-Mural-projects-CCD-Inc-.MP4,video,.mp4,72279082,1280x720,197.8,Murals / community marketplace,Website-ready,Strong,Projects / About,Mural and local culture gallery,Strong place-based visual; use as supporting project media.,media-library/08-history-walking-tour-murals/shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-Video-Links-Baltimore-Heritage---Community-Mural-projects-CCD-Inc-.mp4
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - 5-Minute Histories\Video Links\Creating the Oasis @ 240 [CCD Inc].MP4",website-media-filebase\08-history-walking-tour-murals\shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-Video-Links-Creating-the-Oasis-240-CCD-Inc-.MP4,video,.mp4,309757564,854x480,814.4,History / walking tour,Supporting,Good,About / Projects / Impact map,History and walking-tour proof,"Use for story sections, map, and galleries.",media-library/08-history-walking-tour-murals/shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-Video-Links-Creating-the-Oasis-240-CCD-Inc-.mp4
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - 5-Minute Histories\Video Links\Promo 2026 v1 [CCD Inc - Baltimore] v1.mp4",website-media-filebase\08-history-walking-tour-murals\shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-Video-Links-Promo-2026-v1-CCD-Inc---Baltimore-v1.mp4,video,.mp4,278506455,1920x1080,115.9,History / walking tour,Supporting,Good,About / Projects / Impact map,History and walking-tour proof,"Use for story sections, map, and galleries.",media-library/08-history-walking-tour-murals/shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-Video-Links-Promo-2026-v1-CCD-Inc---Baltimore-v1.mp4
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - 5-Minute Histories\Walk Final Photos\Group at BMore Fresh Barbershop.jpeg",website-media-filebase\08-history-walking-tour-murals\shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-Walk-Final-Photos-Group-at-BMore-Fresh-Barbershop.jpeg,image,.jpeg,710037,1600x1067,,History / walking tour,Supporting,Good,About / Projects / Impact map,History and walking-tour proof,"Use for story sections, map, and galleries.",media-library/08-history-walking-tour-murals/shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-Walk-Final-Photos-Group-at-BMore-Fresh-Barbershop.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - 5-Minute Histories\Walk Final Photos\Group at City Chill w_On_looker.jpeg",website-media-filebase\08-history-walking-tour-murals\shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-Walk-Final-Photos-Group-at-City-Chill-w_On_looker.jpeg,image,.jpeg,663688,1600x1067,,History / walking tour,Supporting,Good,About / Projects / Impact map,History and walking-tour proof,"Use for story sections, map, and galleries.",media-library/08-history-walking-tour-murals/shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-Walk-Final-Photos-Group-at-City-Chill-w_On_looker.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - 5-Minute Histories\Walk Final Photos\Group at City Chill.jpeg",website-media-filebase\08-history-walking-tour-murals\shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-Walk-Final-Photos-Group-at-City-Chill.jpeg,image,.jpeg,625479,1600x1067,,History / walking tour,Supporting,Good,About / Projects / Impact map,History and walking-tour proof,"Use for story sections, map, and galleries.",media-library/08-history-walking-tour-murals/shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-Walk-Final-Photos-Group-at-City-Chill.jpg
shared,"Cooperative Community Development Inc\Johnny Martin Jr., CEO - 5-Minute Histories\Walk Final Photos\Group at Oasis.jpeg",website-media-filebase\08-history-walking-tour-murals\shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-Walk-Final-Photos-Group-at-Oasis.jpeg,image,.jpeg,672451,1600x1067,,History / walking tour,Supporting,Good,About / Projects / Impact map,History and walking-tour proof,"Use for story sections, map, and galleries.",media-library/08-history-walking-tour-murals/shared-Johnny-Martin-Jr.-CEO---5-Minute-Histories-Walk-Final-Photos-Group-at-Oasis.jpg
